-0.6,0,-2.6779,9.999,9.9998
-0.54355,0.012856,-2.6776,9.9934,9.9998
-0.48715,0.025699,-2.6764,6.8865,9.9997
-0.43576,0.036188,-2.4944,9.9981,9.9996
-0.38009,0.043472,-2.4924,7.959,9.9996
-0.32806,0.049701,-2.3714,8.0349,9.9994
-0.27708,0.052797,-2.2543,6.8468,9.999
-0.22973,0.053018,-2.0677,6.8278,9.9981
-0.18538,0.049298,-1.8793,5.6795,9.9874
-0.14652,0.043044,-1.6243,-0.037011,3.9836
-0.12042,0.050117,-1.3851,0.53083,4.7773
-0.095777,0.054647,-1.1322,2.876,6.5968
-0.073808,0.052595,-0.90883,4.4715,7.4966
-0.056115,0.047155,-0.72497,5.5026,7.8989
-0.042605,0.040515,-0.57662,6.1563,8.0069
-0.032576,0.033902,-0.45887,6.5326,7.9311
-0.025202,0.02793,-0.36618,6.7173,7.7494
-0.019777,0.022811,-0.29345,6.7717,7.5091
-0.015756,0.018551,-0.2364,6.7368,7.2362
-0.012745,0.015066,-0.19157,6.6415,6.9465
-0.010466,0.012239,-0.15623,6.5033,6.6467
-0.0087206,0.0099576,-0.12826,6.3363,6.3416
-0.0073692,0.0081168,-0.10603,6.1488,6.0325
-0.0063119,0.0066303,-0.088267,5.9481,5.7205
-0.0054771,0.0054262,-0.073997,5.7395,5.4062
-0.0048123,0.0044463,-0.062465,5.5275,5.0897
-0.0042788,0.0036443,-0.053086,5.3164,4.7715
-0.0038476,0.0029832,-0.045403,5.11,4.452
-0.0034965,0.0024335,-0.039062,4.9127,4.1324
-0.0032085,0.0019715,-0.033789,4.7281,3.8138
-0.00297,0.0015785,-0.029373,4.5607,3.4983
-0.0027697,0.0012395,-0.02566,4.4145,3.1892
-0.0025982,0.0009422,-0.022552,4.2927,2.8912
-0.0024467,0.0006775,-0.019998,4.1978,2.6113
-0.0023071,0.000438,-0.018003,4.1299,2.3594
-0.0021715,0.00021873,-0.016609,4.0867,2.1482
-0.002032,1.7284e-05,-0.015858,4.0626,1.9921
-0.0018818,-0.00016539,-0.015728,4.0506,1.9041
-0.0017165,-0.00032404,-0.016063,4.0452,1.8924
-0.0015362,-0.00045005,-0.016569,4.0445,1.9567
-0.0013477,-0.00053325,-0.016881,4.0528,2.0892
-0.0011625,-0.00056816,-0.016718,4.0781,2.277
-0.00099251,-0.00055713,-0.015975,4.1279,2.5062
-0.00084587,-0.00050964,-0.014717,4.2068,2.7639
-0.0007251,-0.00043855,-0.013116,4.315,3.0395
-0.00062891,-0.00035577,-0.011355,4.4502,3.3253
-0.00055383,-0.00027069,-0.0095906,4.608,3.6155
-0.00049638,-0.00018937,-0.0079244,4.7845,3.9066
-0.00045239,-0.00011595,-0.006421,4.9751,4.1956
-0.0004191,-5.2195e-05,-0.0051042,5.1759,4.4809
-0.00039374,1.098e-06,-0.0039798,5.3837,4.7608
-0.00037437,4.4105e-05,-0.0030382,5.5956,5.0346
-0.00035884,7.7288e-05,-0.0022646,5.8089,5.3011
-0.00034596,0.00010167,-0.0016387,6.0215,5.5596
-0.00033465,0.00011834,-0.0011406,6.2317,5.8093
-0.0003241,0.00012847,-0.00075072,6.4379,6.0499
-0.00031332,0.00013308,-0.00045101,6.6384,6.2802
-0.00030253,0.00013343,-0.00022511,6.8324,6.5002
-0.00029113,0.00013039,-5.8824e-05,7.0187,6.7092
-0.00027891,0.00012483,6.0108e-05,7.1964,6.9068
-0.00026575,0.00011746,0.00014203,7.3647,7.0924
-0.0002516,0.0001089,0.00019549,7.5228,7.2657
-0.00023646,9.9652e-05,0.00022763,7.6702,7.4262
-0.00022035,9.0106e-05,0.00024398,7.8062,7.5738
-0.00020333,8.0574e-05,0.0002489,7.9304,7.7079
-0.00018545,7.1293e-05,0.00024589,8.0423,7.8284
-0.0001668,6.2432e-05,0.00023773,8.1416,7.935
-0.00014746,5.4111e-05,0.00022634,8.2279,8.0274
-0.00012751,4.6408e-05,0.0002133,8.301,8.1055
-0.00010703,3.9368e-05,0.00019966,8.3606,8.1691
-8.6103e-05,3.3013e-05,0.00018616,8.4062,8.2177
-6.5763e-05,2.7367e-05,0.00017389,8.4386,8.2522
-4.4212e-05,2.2366e-05,0.00016199,8.4568,8.2716
-2.2432e-05,1.8028e-05,0.00015133,8.4611,8.2762
-5.0016e-07,1.4332e-05,0.00014178,8.4514,8.2659
2.1517e-05,1.1251e-05,0.00013397,8.4277,8.2407
4.3541e-05,8.7499e-06,0.00012771,8.3902,8.2008
6.5503e-05,6.808e-06,0.00012219,8.3392,8.1465
8.8261e-05,5.4382e-06,0.00011882,8.2741,8.0769
0.00010988,4.5187e-06,0.00011683,8.1959,7.9933
0.00013123,4.066e-06,0.00011635,8.1045,7.8953
0.00015227,4.0521e-06,0.00011748,8.0003,7.7833
0.00017291,4.4483e-06,0.00012035,7.8836,7.6575
0.00019311,5.2254e-06,0.00012513,7.7549,7.5181
0.00021279,6.3523e-06,0.00013206,7.6145,7.3654
0.00023189,7.796e-06,0.00014145,7.4631,7.1998
0.00025035,9.52e-06,0.00015369,7.3012,7.0215
0.00026811,1.1483e-05,0.00016932,7.1295,6.8311
0.00028508,1.3639e-05,0.000189,6.9488,6.6288
0.00030121,1.5932e-05,0.00021359,6.7599,6.4152
0.00031642,1.8298e-05,0.00024417,6.5638,6.1906
0.00033064,2.0659e-05,0.00028208,6.3616,5.9557
0.00034381,2.2921e-05,0.00032899,6.1546,5.711
0.00035584,2.4974e-05,0.00038694,5.9442,5.4569
0.00036665,2.6682e-05,0.00045838,5.7321,5.1942
0.00037619,2.7884e-05,0.00054623,5.5202,4.9236
0.00038438,2.8386e-05,0.00065368,5.3108,4.6458
0.00039115,2.7959e-05,0.000784,5.1064,4.3618
0.00039645,2.6342e-05,0.0009396,4.9098,4.0727
0.00040025,2.3235e-05,0.0011216,4.7244,3.7799
0.00040241,1.8249e-05,0.0013262,4.5538,3.4857
0.00040325,1.1275e-05,0.0015412,4.4019,3.1928
0.00040271,2.033e-06,0.001741,4.2722,2.9055
0.00040104,-9.3375e-06,0.0018768,4.1678,2.6299
0.00039822,-2.255e-05,0.0018741,4.0904,2.3748
0.00039447,-3.6317e-05,0.0016264,4.0395,2.1521
0.00038951,-4.8581e-05,0.0010181,4.0116,1.9762
0.00038209,-5.6754e-05,-2.8325e-05,4.0009,1.862
0.00036962,-5.9247e-05,-0.0014809,4.0012,1.8215
0.00034876,-5.7055e-05,-0.0031576,4.008,1.8593
0.00031725,-5.6243e-05,-0.0047386,4.0223,1.9716
0.00027653,-6.4911e-05,-0.0059038,4.0502,2.1475
0.00023188,-8.9079e-05,-0.0064588,4.0993,2.373
0.00018993,-0.00012924,-0.0063905,4.1761,2.6342
0.00015566,-0.00018039,-0.0058324,4.283,2.9191
0.00013133,-0.00023571,-0.0049703,4.4188,3.2188
0.00011684,-0.00028879,-0.0039813,4.5804,3.5264
0.00011106,-0.00033552,-0.0029951,4.7637,3.8375
0.00011222,-0.00037336,-0.0020948,4.9643,4.149
0.00011852,-0.00040139,-0.0013218,5.1783,4.4587
0.00012836,-0.00041975,-0.00068977,5.402,4.7651
0.00014036,-0.00042918,-0.00019518,5.6325,5.067
0.00015335,-0.00043079,0.000175,5.8668,5.3632
0.00016658,-0.00042596,0.00043889,6.103,5.6533
0.0001789,-0.00041562,0.00061341,6.3388,5.9363
0.00018992,-0.00040111,0.00071721,6.5726,6.2115
0.00019923,-0.00038352,0.00076614,6.8028,6.4784
0.00020654,-0.00036378,0.00077416,7.0281,6.7362
0.00021166,-0.00034269,0.0007526,7.2474,6.9845
0.00021455,-0.00032091,0.00071112,7.4598,7.2229
0.00021476,-0.00029869,0.00065698,7.6638,7.4504
0.00021317,-0.00027694,0.00059609,7.8591,7.667
0.00020948,-0.00025569,0.00053261,8.0448,7.8721
0.00020381,-0.00023513,0.00046965,8.2203,8.0653
0.00019629,-0.00021538,0.00040928,8.3845,8.2459
0.00018792,-0.00019696,0.00035362,8.5379,8.4143
0.00017727,-0.00017902,0.00030111,8.679,8.5695
0.00016527,-0.00016197,0.00025455,8.8078,8.7114
0.00015202,-0.00014576,0.00021186,8.9237,8.8397
0.00013769,-0.00013037,0.00017434,9.0265,8.9542
0.00012251,-0.00011576,0.00014144,9.1158,9.0547
0.00010656,-0.00010186,0.00011241,9.1914,9.1409
9.009e-05,-8.8659e-05,8.7053e-05,9.2529,9.2127
7.3289e-05,-7.6153e-05,6.4888e-05,9.301,9.2708
5.4271e-05,-6.3277e-05,4.5295e-05,9.3337,9.3133
3.5902e-05,-5.1376e-05,2.8349e-05,9.3524,9.3416
1.7092e-05,-3.9806e-05,1.3359e-05,9.3566,9.3553
-2.1484e-06,-2.8492e-05,9.2178e-08,9.3462,9.3545
-2.1773e-05,-1.7378e-05,-1.1745e-05,9.3211,9.339
-4.1684e-05,-6.4446e-06,-2.2389e-05,9.2815,9.309
-6.1741e-05,4.304e-06,-3.2098e-05,9.2267,9.2642
-8.0511e-05,1.4201e-05,-4.1107e-05,9.1587,9.2063
-0.0001011,2.4873e-05,-4.9561e-05,9.0754,9.1336
-0.00012121,3.5201e-05,-5.7582e-05,8.9779,9.0471
-0.00014084,4.5236e-05,-6.5456e-05,8.8665,8.9471
-0.00016006,5.5045e-05,-7.3353e-05,8.7411,8.8339
-0.00017877,6.4621e-05,-8.1464e-05,8.6022,8.7079
-0.00019703,7.4012e-05,-8.9977e-05,8.45,8.5694
-0.00021478,8.322e-05,-9.9105e-05,8.2847,8.4188
-0.00023195,9.2238e-05,-0.00010909,8.1069,8.257
-0.00024928,0.00010148,-0.00012078,7.9162,8.0836
-0.0002651,0.00011003,-0.0001338,7.7138,7.9002
-0.00028022,0.00011835,-0.0001489,7.4998,7.7071
-0.00029458,0.0001264,-0.00016669,7.2747,7.5049
-0.00030814,0.00013414,-0.00018791,7.0389,7.2947
-0.00032085,0.00014153,-0.00021323,6.7929,7.0773
-0.00033266,0.0001485,-0.00024398,6.5372,6.8537
-0.00034354,0.00015497,-0.0002814,6.2724,6.6251
-0.00035344,0.00016086,-0.00032712,5.9991,6.3928
-0.00036233,0.00016604,-0.00038315,5.7178,6.1583
-0.00037021,0.00017038,-0.00045192,5.4293,5.9234
-0.00037705,0.00017374,-0.00053633,5.1343,5.6899
-0.00038287,0.0001759,-0.00063956,4.8335,5.46
-0.00038769,0.00017666,-0.0007648,4.528,5.2365
-0.00039157,0.00017577,-0.00091464,4.2188,5.0221
-0.00039458,0.00017295,-0.0010904,3.9075,4.8201
-0.00039675,0.00016782,-0.0012884,3.5961,4.6343
-0.00039843,0.00016042,-0.0014973,3.2873,4.4682
-0.00039967,0.0001505,-0.0016928,2.9853,4.3257
-0.00040068,0.00013831,-0.0018277,2.6959,4.2096
-0.00040137,0.00012416,-0.0018294,2.4278,4.1218
-0.00040151,0.00010938,-0.0015934,2.1924,4.0617
-0.00040015,9.5863e-05,-0.0010037,2.0038,4.0258
-0.00039526,8.5754e-05,2.063e-05,1.8768,4.0082
-0.00038381,7.9846e-05,0.0014564,1.8234,4.0023
-0.0003628,7.634e-05,0.003131,1.8482,4.003
-0.00033181,6.8885e-05,0.0047302,1.9477,4.0109
-0.00029461,5.0147e-05,0.0059308,2.1109,4.0311
-0.00025809,1.577e-05,0.0065285,2.3236,4.0713
-0.00022886,-3.3013e-05,0.0064997,2.5718,4.1378
-0.0002102,-9.0126e-05,0.0059711,2.843,4.233
-0.00020222,-0.00014851,0.0051264,3.1281,4.3561
-0.00020284,-0.00020213,0.0041437,3.42,4.5036
-0.00020966,-0.00024739,0.0031548,3.7141,4.6717
-0.00022019,-0.00028242,0.0022452,4.0073,4.8559
-0.00023242,-0.00030685,0.0014581,4.2972,5.0521
-0.00024491,-0.00032129,0.00080876,4.5823,5.257
-0.00025659,-0.00032681,0.00029479,4.8614,5.4672
-0.00026692,-0.00032485,-9.6615e-05,5.1337,5.6802
-0.000275,-0.00031664,-0.00038065,5.3982,5.8937
-0.00028072,-0.00030364,-0.00057601,5.6543,6.1057
-0.00028393,-0.0002871,-0.00069973,5.9012,6.3144
-0.00028459,-0.00026815,-0.00076743,6.1385,6.5185
-0.00028236,-0.00024764,-0.00079245,6.3654,6.7165
-0.00027806,-0.00022655,-0.00078651,6.5815,6.9075
-0.00027149,-0.00020542,-0.00075874,6.7865,7.0904
-0.00026282,-0.00018475,-0.00071669,6.9797,7.2644
-0.00025224,-0.00016491,-0.00066614,7.1608,7.4286
-0.00023992,-0.00014614,-0.00061144,7.3293,7.5825
-0.00022604,-0.00012861,-0.00055596,7.485,7.7254
-0.00021079,-0.00011241,-0.00050173,7.6274,7.8567
-0.00019431,-9.7588e-05,-0.0004502,7.7564,7.9761
-0.00017677,-8.4132e-05,-0.0004024,7.8715,8.083
-0.00015831,-7.2008e-05,-0.00035886,7.9727,8.1772
-0.00013905,-6.1162e-05,-0.00031971,8.0595,8.2583
-0.00011911,-5.1525e-05,-0.000285,8.132,8.3261
-9.8609e-05,-4.3021e-05,-0.00025453,8.1899,8.3803
-7.7641e-05,-3.5573e-05,-0.00022804,8.2328,8.4205
-5.7264e-05,-2.9122e-05,-0.0002058,8.2615,8.4474
-3.5665e-05,-2.3545e-05,-0.00018629,8.2751,8.4602
-1.3846e-05,-1.881e-05,-0.00016946,8.2739,8.459
8.1056e-06,-1.4846e-05,-0.00015634,8.2577,8.4438
3.0122e-05,-1.1599e-05,-0.00014446,8.2268,8.4147
5.2135e-05,-9.0151e-06,-0.00013615,8.1814,8.372
7.4988e-05,-7.0799e-06,-0.00012883,8.1207,8.3151
9.6732e-05,-5.6799e-06,-0.00012429,8.0458,8.245
0.00011826,-4.8037e-06,-0.00012146,7.9565,8.1616
0.00013949,-4.4155e-06,-0.00012054,7.853,8.0651
0.00016039,-4.4796e-06,-0.0001215,7.7356,7.956
0.00018087,-4.9617e-06,-0.00012445,7.6044,7.8345
0.00020087,-5.8275e-06,-0.00012953,7.4597,7.7012
0.00022034,-7.0419e-06,-0.00013699,7.3019,7.5564
0.0002392,-8.5681e-06,-0.00014713,7.1313,7.4008
0.00025739,-1.0366e-05,-0.00016039,6.9482,7.235
0.00027485,-1.2391e-05,-0.00017733,6.7531,7.0596
0.0002915,-1.4592e-05,-0.00019867,6.5463,6.8756
0.00030728,-1.691e-05,-0.00022535,6.3284,6.6837
0.00032211,-1.9274e-05,-0.00025853,6.0997,6.4851
0.00033593,-2.16e-05,-0.00029968,5.8608,6.2809
0.00034866,-2.3789e-05,-0.00035059,5.6123,6.0723
0.00036022,-2.5719e-05,-0.00041347,5.3548,5.8611
0.00037055,-2.7245e-05,-0.00049094,5.0889,5.6488
0.00037956,-2.8193e-05,-0.000586,4.8154,5.4376
0.0003872,-2.8359e-05,-0.0007021,4.535,5.2298
0.0003934,-2.7495e-05,-0.00084208,4.2489,5.0281
0.00039812,-2.533e-05,-0.0010081,3.9581,4.8355
0.00040132,-2.1553e-05,-0.001199,3.6645,4.6555
0.00040291,-1.5789e-05,-0.0014105,3.3705,4.4918
0.00040319,-7.9336e-06,-0.0016236,3.0792,4.3482
0.00040225,2.1076e-06,-0.0018049,2.7955,4.2281
0.00040004,1.4351e-05,-0.0018978,2.5268,4.1342
0.00039686,2.7973e-05,-0.0018128,2.2828,4.0674
0.0003927,4.1447e-05,-0.0014366,2.0767,4.0261
0.000387,5.2408e-05,-0.0006613,1.9233,4.0058
0.00037799,5.8391e-05,0.00055695,1.8369,4
0.00036261,5.8738e-05,0.0021272,1.827,4.0031
0.00033768,5.6153e-05,0.0038084,1.895,4.0125
0.00030215,5.8075e-05,0.0052599,2.0338,4.0312
0.00025911,7.2386e-05,0.0061989,2.2309,4.0665
0.00021475,0.00010309,0.0065017,2.4719,4.1259
0.00017538,0.00014835,0.00622,2.7437,4.2145
0.00014489,0.00020198,0.0055198,3.0354,4.3329
0.00012455,0.00025713,0.0045887,3.3388,4.4794
0.00011363,0.00030808,0.0035884,3.6482,4.6499
0.00011089,0.00035164,0.0026277,3.9599,4.8406
0.00011417,0.00038554,0.0017752,4.2708,5.0469
0.00012204,0.00040971,0.0010569,4.5794,5.2651
0.00013288,0.00042446,0.0004799,4.8841,5.4918
0.0001454,0.00043068,3.6003e-05,5.1839,5.724
0.0001587,0.00042971,-0.00029068,5.4779,5.9595
0.00017154,0.00042247,-0.00051684,5.7652,6.1957
0.00018341,0.00041036,-0.00066166,6.0452,6.4309
0.0001938,0.00039452,-0.00074213,6.3172,6.6634
0.00020235,0.00037598,-0.00077355,6.5806,6.8919
0.00020881,0.00035563,-0.00076862,6.8348,7.115
0.00021306,0.00033419,-0.00073824,7.0794,7.3317
0.00021466,0.00031204,-0.00069098,7.3134,7.5407
0.0002144,0.00029011,-0.00063362,7.5367,7.7415
0.00021197,0.00026853,-0.00057126,7.7489,7.9331
0.00020749,0.00024753,-0.0005077,7.9494,8.1149
0.00020107,0.00022728,-0.00044554,8.1378,8.2861
0.00019287,0.00020787,-0.00038656,8.3134,8.4459
0.00018391,0.00018982,-0.00033255,8.4768,8.5947
0.00017271,0.00017223,-0.00028202,8.6268,8.731
0.0001602,0.00015552,-0.00023732,8.7634,8.8548
0.00014652,0.00013963,-0.00019662,8.8863,8.9656
0.00013184,0.00012456,-0.00016106,8.9953,9.0632
0.00011633,0.00011022,-0.00012959,9.0902,9.1471
0.00010015,9.6597e-05,-0.00010207,9.1708,9.2172
8.3526e-05,8.3672e-05,-7.801e-05,9.2369,9.2732
6.6645e-05,7.1429e-05,-5.6981e-05,9.2895,9.3158
4.7121e-05,5.8564e-05,-3.8363e-05,9.3261,9.3428
2.8574e-05,4.6802e-05,-2.2251e-05,9.3487,9.3558
